Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price,Title,SubTitle
0,0,Razoul*Menacing Guard,7,189,Steel,Common,,,Razoul,Menacing Guard
0,0,Jafar*Aspiring Ruler,7,190,Steel,Common,$1.00,,Jafar,Aspiring Ruler
0,0,Tick-Tock*Relentless Crocodile,7,191,Steel,Common,$1.00,,Tick-Tock,Relentless Crocodile
0,0,Kakamora*Band of Pirates,7,192,Steel,Common,,,Kakamora,Band of Pirates
0,0,Mulan*Disguised Soldier,7,193,Steel,Common,$1.00,,Mulan,Disguised Soldier
0,0,Orville*Albatross Air,7,194,Steel,Common,,,Orville,Albatross Air
0,0,Miss Bianca*Unwavering Agent,7,195,Steel,Common,,,Miss Bianca,Unwavering Agent
0,0,Mufasa*Respected King,7,196,Steel,Uncommon,,,Mufasa,Respected King
0,0,Aladdin*Research Assistant,7,197,Steel,Rare,$5.00,,Aladdin,Research Assistant
0,0,Bagheera*Guardian Jaguar,7,198,Steel,Legendary,$25.00,,Bagheera,Guardian Jaguar
0,0,Gantu*Experienced Enforcer,7,199,Steel,Super Rare,$10.00,$20.00,Gantu,Experienced Enforcer
0,0,Mickey Mouse*Inspirational Warrior,7,200,Steel,Legendary,$30.00,,Mickey Mouse,Inspirational Warrior
0,0,Restoring Atlantis,7,201,Steel,Rare,,,Restoring Atlantis,
0,0,Double Trouble,7,202,Steel,Uncommon,,,Double Trouble,
0,0,Steel Coil,7,203,Steel,Uncommon,,,Steel Coil,
0,0,Training Staff,7,204,Steel,Common,,,Training Staff,
0,0,Aurora*Waking Beauty,7,205,Amber,Enchanted,,,Aurora,Waking Beauty
0,0,Mirabel Madrigal*Musically Talented,7,206,Amber Amethyst,Enchanted,,,Mirabel Madrigal,Musically Talented
0,0,Bolt*Superdog,7,207,Amber Steel,Enchanted,,,Bolt,Superdog
0,0,The Glass Slipper,7,208,Amber,Enchanted,,,The Glass Slipper,
0,0,Donald Duck*Flustered Sorcerer,7,209,Amethyst,Enchanted,,,Donald Duck,Flustered Sorcerer
0,0,Jafar*Newly Crowned,7,210,Amethyst Steel,Enchanted,,,Jafar,Newly Crowned
0,0,Show Me More!,7,211,Amethyst,Enchanted,,,Show Me More!,
0,0,Tramp*Enterprising Dog,7,212,Emerald,Enchanted,,,Tramp,Enterprising Dog
0,0,Mad Hatter*Unruly Eccentric,7,213,Emerald Ruby,Enchanted,,,Mad Hatter,Unruly Eccentric
0,0,Hiro Hamada*Armor Designer,7,214,Emerald Sapphire,Enchanted,,,Hiro Hamada,Armor Designer
0,0,The Return of Hercules,7,215,Emerald,Enchanted,,,The Return of Hercules,
0,0,Ratigan*Nefarious Criminal,7,216,Ruby,Enchanted,,,Ratigan,Nefarious Criminal
0,0,Belle*Mechanic Extraordinaire,7,217,Ruby Sapphire,Enchanted,,,Belle,Mechanic Extraordinaire
0,0,Devil's Eye Diamond,7,218,Ruby,Enchanted,,,Devil's Eye Diamond,
0,0,Tamatoa*Happy as a Clam,7,219,Sapphire,Enchanted,,,Tamatoa,Happy as a Clam
0,0,All is Found,7,220,Sapphire,Enchanted,,,All is Found,
0,0,Mickey Mouse*Inspirational Warrior,7,221,Steel,Enchanted,,,Mickey Mouse,Inspirational Warrior
0,0,Restoring Atlantis,7,222,Steel,Enchanted,,,Restoring Atlantis,
0,4,Dragon Fire,C1,P001,Ruby,Promo,$41.83,$41.83,Dragon Fire,
0,0,Let it Go,C1,P002,Sapphire,Promo,$784.57,$784.57,Let it Go,
3,0,Cinderella*Stouthearted,C1,P003,Steel,Promo,$133.18,$998.72,Cinderella,Stouthearted
7,0,Rapunzel*Gifted with Healing,C1,P004,Amber,Promo,$168.72,"$2,526.84",Rapunzel,Gifted with Healing
0,0,Invited to the Ball,C1,P006,Amber,Promo,,,Invited to the Ball,
0,0,Elsa's Ice Palace*Place of Solitude,C1,P007,Amethyst,Promo,,,Elsa's Ice Palace,Place of Solitude
0,0,Kuzco*Temperamental Emperor,C1,P008,Emerald,Promo,$45.18,,Kuzco,Temperamental Emperor
0,0,Baymax*Armored Companion,C1,P009,Sapphire,Promo,$74.34,,Baymax,Armored Companion
0,0,Mickey Mouse*Brave Little Tailor,D23,P001,Ruby,Promo,$52.93,$52.93,Mickey Mouse,Brave Little Tailor
0,1,Cinderella*Stouthearted,D23,P002,Steel,Promo,$40.44,$40.44,Cinderella,Stouthearted
0,0,Ursula*Deceiver,D23,P003,Emerald,Promo,$72.29,$72.29,Ursula,Deceiver
0,0,Bruno Madrigal*Undetected Uncle,D23,P004,Amethyst,Promo,$23.18,$23.18,Bruno Madrigal,Undetected Uncle
0,1,Vanellope von Schweetz*Sugar Rush Princess,D23,P005,Amber,Promo,$24.61,$24.61,Vanellope von Schweetz,Sugar Rush Princess
0,0,Oswald*The Lucky Rabbit,D23,P006,Sapphire,Promo,$79.74,$79.74,Oswald,The Lucky Rabbit
0,0,Mickey Mouse*Playful Sorcerer,D23,P007,Steel,Promo,$143.43,$143.43,Mickey Mouse,Playful Sorcerer
0,0,Iago*Out of Reach,D23,P008,Steel,Promo,,,Iago,Out of Reach
0,10,Cinderella*Knight in Training,P1,P14,Steel,Promo,$0.57,$0.57,Cinderella,Knight in Training
0,6,Bucky*Squirrel Squeak Tutor,P1,P15,Emerald,Promo,$1.34,$1.34,Bucky,Squirrel Squeak Tutor
0,3,Minnie Mouse*Wide-Eyed Diver,P1,P16,Ruby,Promo,$0.79,$0.79,Minnie Mouse,Wide-Eyed Diver
0,4,Robin Hood*Capable Fighter,P1,P17,Steel,Promo,$1.19,$1.19,Robin Hood,Capable Fighter
0,0,Mickey Mouse*Friendly Face,P1,P18,Amber,Promo,$5.66,$5.66,Mickey Mouse,Friendly Face
0,0,Elsa*Gloves Off,P1,P19,Amethyst,Promo,$9.96,$9.96,Elsa,Gloves Off
0,0,Genie*Powers Unleashed,P1,P20,Emerald,Promo,$5.34,$5.34,Genie,Powers Unleashed
0,0,Stitch*Abomination,P1,P21,Ruby,Promo,$11.24,$11.24,Stitch,Abomination
0,0,Maleficent*Uninvited,P1,P22,Sapphire,Promo,$3.39,$3.39,Maleficent,Uninvited
0,0,Maui*Demigod,P1,P23,Steel,Promo,$2.69,$2.69,Maui,Demigod
0,0,Gaston*Arrogant Hunter,P1,P24,Ruby,Promo,$38.20,$38.20,Gaston,Arrogant Hunter
0,0,Mickey Mouse*True Friend,P1,P25,Amber,Promo,$65.93,$65.93,Mickey Mouse,True Friend
0,4,Kit Cloudkicker*Tough Guy,P1,P026,Emerald,Promo,$1.47,$1.47,Kit Cloudkicker,Tough Guy
0,10,Jolly Roger*Hook's Ship,P1,P027,Ruby,Promo,$0.41,$0.41,Jolly Roger,Hook's Ship
0,2,How Far I'll Go,P1,P028,Sapphire,Promo,$2.41,$2.41,How Far I'll Go,
0,1,John Silver*Greedy Treasure Seeker,P1,P029,Steel,Promo,$1.92,$1.92,John Silver,Greedy Treasure Seeker
0,1,Stitch*Rock Star,P1,P30,Amber,Promo,$336.34,$336.34,Stitch,Rock Star
0,1,Rapunzel*Gifted Artist,P1,P31,Amber,Promo,$40.43,$40.43,Rapunzel,Gifted Artist
0,0,Pinocchio*Talkative Puppet,P1,P32,Amethyst,Promo,$28.84,$28.84,Pinocchio,Talkative Puppet
0,0,Four Dozen Eggs,P1,P33,Sapphire,Promo,$37.73,$37.73,Four Dozen Eggs,
0,5,Mickey Mouse*Leader of the Band,P1,P034,Amber,Promo,$0.81,$0.81,Mickey Mouse,Leader of the Band
0,4,Ursula's Lair*Eye of the Storm,P1,P035,Amethyst,Promo,$0.52,$0.52,Ursula's Lair,Eye of the Storm
0,12,Hidden Inkcaster,P1,P036,Emerald,Promo,$0.42,$0.42,Hidden Inkcaster,
0,8,Mulan*Enemy of Entanglement,P1,P037,Ruby,Promo,$0.57,$0.57,Mulan,Enemy of Entanglement
0,1,Ursula*Sea Witch Queen,P1,P038,Amethyst,Promo,$87.44,$87.44,Ursula,Sea Witch Queen
0,1,Scrooge McDuck*Uncle Moneybags,P1,P039,Sapphire,Promo,$11.19,$11.19,Scrooge McDuck,Uncle Moneybags
0,2,Flotsam & Jetsam*Entangling Eels,P1,P040,Amethyst,Promo,$2.81,$2.81,Flotsam & Jetsam,Entangling Eels
0,0,Prince John*Gold Lover,P2,P001,Sapphire,Promo,$16.24,$16.24,Prince John,Gold Lover
0,4,Kristoff*Reindeer Keeper,P2,P002,Amber,Promo,$9.11,$9.11,Kristoff,Reindeer Keeper
0,5,Nala*Mischievous Cub,P2,P003,Amber,Promo,$0.56,$0.56,Nala,Mischievous Cub
0,1,Finders Keepers,P2,P004,Amethyst,Promo,$1.26,$1.26,Finders Keepers,
0,0,Chicha*Dedicated Mother,P2,P005,Sapphire,Promo,$0.93,$0.93,Chicha,Dedicated Mother
0,3,Stitch*Team Underdog,P2,P006,Steel,Promo,$0.92,$0.92,Stitch,Team Underdog
0,1,Mirabel Madrigal*Family Gatherer,P2,P007,Amber,Promo,$28.55,$28.55,Mirabel Madrigal,Family Gatherer
0,0,Stitch*Alien Buccaneer,P2,P008,Emerald,Promo,$2.88,$2.88,Stitch,Alien Buccaneer
0,0,Aladdin*Intrepid Commander,P2,P009,Ruby,Promo,$19.95,$19.95,Aladdin,Intrepid Commander
0,0,Rescue Rangers Away!,P2,P010,Amber,Promo,$0.50,$0.50,Rescue Rangers Away!,
0,0,Honey Lemon*Chemical Genius,P2,P011,Emerald,Promo,$1.06,$1.06,Honey Lemon,Chemical Genius
0,1,Minnie Mouse*Pirate Lookout,P2,P012,Ruby,Promo,$0.82,$0.82,Minnie Mouse,Pirate Lookout
0,0,Wasabi*Methodical Engineer,P2,P013,Sapphire,Promo,$0.90,$0.90,Wasabi,Methodical Engineer
0,0,Scar*Heartless Hunter,P2,P014,Ruby,Promo,$34.70,$34.70,Scar,Heartless Hunter
0,0,Mickey Mouse*True Friend,P2,P015,Amber,Promo,$49.44,,Mickey Mouse,True Friend
0,0,Mickey Mouse*Pirate Captain,P2,P018,Ruby,Promo,$19.28,$19.28,Mickey Mouse,Pirate Captain
0,0,Anna*Ice Breaker,P2,P019,Amethyst Sapphire,Promo,,,Anna,Ice Breaker
0,0,Kronk*Laid Back,P2,P020,Amber,Promo,,,Kronk,Laid Back
0,0,Perdita*Playful Mother,P2,P021,Amber Sapphire,Promo,,,Perdita,Playful Mother
0,0,Li Shang*Newly Promoted,P2,P022,Ruby Steel,Promo,,,Li Shang,Newly Promoted
0,0,Snow White*Fairest in the Land,P2,P023,Amber,Promo,,,Snow White,Fairest in the Land
0,0,Moana*Adventurer of Land and Sea,P2,P026,Sapphire,Promo,$3.59,$3.59,Moana,Adventurer of Land and Sea
